GHHK01016803_1__124_1482___	PTHR10357	SF:PTHR10357:SF196;NAME:Maltase A2;
GHHK01010068_1__98_1108___	PTHR11556	SF:PTHR11556:SF1;NAME:Fructose-1,6-bisphosphatase, isoform F;  GO-Annotations:GO:0005986;GO:0005737;GO:0006002;GO:0006094;GO:0005829;GO:0042132;GO:0006000;GO:0030388;
GHHK01005393_1__77_1870___	PTHR10648	SF:PTHR10648:SF4;NAME:Protein phosphatase 2 (Formerly 2A), regulatory subunit A, beta isoform;
GHHK01013029_1__284_3559___	PTHR10648	SF:PTHR10648:SF1;NAME:Protein Phosphatase Four Regulatory subunit;
GHHK01009715_1__1_753___	PTHR11783	SF:PTHR11783:SF99;NAME:Sulfotransferase 4A1;
GHHK01013394_1__38_463___	PTHR11783	SF:PTHR11783:SF99;NAME:Sulfotransferase 4A1;
GHHK01008418_1__1_7005___	PTHR44262	SF:PTHR44262:SF3;NAME:Spectrin alpha chain, non-erythrocytic 1;
GHHK01007633_1__154_2034___	PTHR11055	SF:PTHR11055:SF1;NAME:PAPS synthetase, isoform D;  GO-Annotations:GO:0000103;GO:0050428;GO:0004020;
GHHK01005832_1__99_2045___	PTHR13720	SF:PTHR13720:SF9;NAME:Echinoderm microtubule-associated protein-like 2;  GO-Annotations:GO:0015630;GO:0008017;GO:0000226;
GHHK01014758_1__122_865___	PTHR24064	SF:PTHR24064:SF316;NAME:FI01439p-related;  GO-Annotations:GO:0005887;GO:0022891;GO:0043252;GO:0005452;GO:0016021;GO:0055085;GO:0015711;GO:0008514;GO:0015347;
GHHK01012070_1__278_697___	PTHR11249	SF:PTHR11249:SF2;NAME:Glia maturation factor;
GHHK01019510_1__3_1643___	PTHR10159	SF:PTHR10159:SF493;NAME:Dual specificity protein phosphatase PPS1;
GHHK01017292_1__198_1049___	PTHR19957	SF:PTHR19957:SF209;NAME:LD23667p;  GO-Annotations:GO:0000149;GO:0006886;GO:0031201;GO:0005484;GO:0012505;GO:0016021;GO:0048278;GO:0006906;
GHHK01003275_1__2_676___	PTHR23429	SF:PTHR23429:SF0;NAME:Glucose-6-phosphate 1-dehydrogenase;
GHHK01014852_1__246_1856___	PTHR23429	SF:PTHR23429:SF0;NAME:Glucose-6-phosphate 1-dehydrogenase;
GHHK01016182_1__308_1261___	PTHR13351	SF:PTHR13351:SF1;NAME:Renin receptor;
GHHK01014982_1__1774_3786___	PTHR17204	SF:PTHR17204:SF5;NAME:Pre-mRNA-processing factor 39;  GO-Annotations:GO:0005685;GO:0000395;GO:0071004;GO:0000243;GO:0030627;
GHHK01025421_1__206_1072___	PTHR44266	SF:PTHR44266:SF3;NAME:RNA-binding protein lark;
GHHK01010470_1__3_941___	PTHR44266	SF:PTHR44266:SF3;NAME:RNA-binding protein lark;
GHHK01002102_1__101_3340___	PTHR23118	SF:PTHR23118:SF0;NAME:ATP-citrate synthase;  GO-Annotations:GO:0006085;GO:0003878;GO:0005829;GO:0006633;GO:0009346;
GHHK01013144_1__3_527___	PTHR23049	SF:PTHR23049:SF34;NAME:Myosin regulatory light polypeptide 9;
GHHK01012254_1__112_729___	PTHR11599	SF:PTHR11599:SF62;NAME:Proteasome subunit beta type-3;  GO-Annotations:GO:0005737;GO:0010499;GO:0004175;GO:0005634;GO:0005839;GO:0043161;
GHHK01005408_1__2_844___	PTHR11599	SF:PTHR11599:SF44;NAME:AT05866p-related;  GO-Annotations:GO:0005737;GO:0010499;GO:0004175;GO:0005634;GO:0005839;GO:0043161;
GHHK01016483_1__97_939___	PTHR11599	SF:PTHR11599:SF12;NAME:Proteasome subunit alpha type-related;  GO-Annotations:GO:0005737;GO:0010499;GO:0004175;GO:0005634;GO:0005839;GO:0043161;
GHHK01009208_1__83_913___	PTHR11599	SF:PTHR11599:SF63;NAME:Proteasome subunit beta type;  GO-Annotations:GO:0005737;GO:0010499;GO:0004175;GO:0005634;GO:0005839;GO:0043161;
GHHK01016464_1__154_858___	PTHR11599	SF:PTHR11599:SF16;NAME:Proteasome subunit alpha type-2;  GO-Annotations:GO:0005737;GO:0010499;GO:0004175;GO:0005634;GO:0005839;GO:0043161;
GHHK01019779_1__105_800___	PTHR11599	SF:PTHR11599:SF59;NAME:Proteasome subunit beta type-1;  GO-Annotations:GO:0005737;GO:0010499;GO:0004175;GO:0005634;GO:0005839;GO:0043161;
GHHK01004999_1__114_791___	PTHR11599	SF:PTHR11599:SF4;NAME:Proteasome subunit beta type;  GO-Annotations:GO:0005737;GO:0010499;GO:0004175;GO:0005634;GO:0005839;GO:0043161;
GHHK01005598_1__265_1029___	PTHR11599	SF:PTHR11599:SF10;NAME:Proteasome subunit alpha type-3;  GO-Annotations:GO:0005737;GO:0010499;GO:0004175;GO:0005634;GO:0005839;GO:0043161;
GHHK01026974_1__66_485___	PTHR11599	SF:PTHR11599:SF13;NAME:Proteasome subunit alpha type-4;  GO-Annotations:GO:0005737;GO:0010499;GO:0004175;GO:0005634;GO:0005839;GO:0043161;
GHHK01009336_1__139_864___	PTHR11599	SF:PTHR11599:SF14;NAME:Proteasome subunit alpha type-5;  GO-Annotations:GO:0005737;GO:0010499;GO:0004175;GO:0005634;GO:0005839;GO:0043161;
GHHK01030226_1__66_845___	PTHR11599	SF:PTHR11599:SF13;NAME:Proteasome subunit alpha type-4;  GO-Annotations:GO:0005737;GO:0010499;GO:0004175;GO:0005634;GO:0005839;GO:0043161;
GHHK01020490_1__82_867___	PTHR11599	SF:PTHR11599:SF5;NAME:Proteasome subunit beta type-4;  GO-Annotations:GO:0005737;GO:0010499;GO:0004175;GO:0005634;GO:0005839;GO:0043161;
GHHK01008743_1__162_911___	PTHR11599	SF:PTHR11599:SF15;NAME:Proteasome subunit alpha type;  GO-Annotations:GO:0005737;GO:0010499;GO:0004175;GO:0005634;GO:0005839;GO:0043161;
GHHK01016987_1__107_847___	PTHR11599	SF:PTHR11599:SF11;NAME:Proteasome subunit alpha type-6;  GO-Annotations:GO:0005737;GO:0010499;GO:0004175;GO:0005634;GO:0005839;GO:0043161;
GHHK01027021_1__2_427___	PTHR10127	SF:PTHR10127:SF780;NAME:Metalloendopeptidase;
GHHK01012317_1__2_1462___	PTHR10127	SF:PTHR10127:SF781;NAME:;
GHHK01006485_1__1_384___	PTHR11449	SF:PTHR11449:SF1;NAME:60S ribosomal protein L30;  GO-Annotations:GO:0003735;GO:0003723;GO:0022625;
GHHK01017565_1__150_1724___	PTHR12758	SF:PTHR12758:SF19;NAME:Apoptosis inhibitor 5;
GHHK01005458_1__650_2035___	PTHR10257	SF:PTHR10257:SF29;NAME:BcDNA.LD34343;
GHHK01012611_1__94_1224___	PTHR18884	SF:PTHR18884:SF67;NAME:Septin-2;
GHHK01014637_1__561_1829___	PTHR18884	SF:PTHR18884:SF69;NAME:LD28935p-related;
GHHK01017846_1__108_1706___	PTHR10196	SF:PTHR10196:SF57;NAME:Xylulose kinase;  GO-Annotations:GO:0016310;GO:0016773;GO:0005737;GO:0004856;GO:0005997;
GHHK01001203_1__185_1930___	PTHR10856	SF:PTHR10856:SF36;NAME:Coronin;
GHHK01009798_1__3_644___	PTHR10856	SF:PTHR10856:SF20;NAME:Coronin-7;
GHHK01018885_1__183_2918___	PTHR23317	SF:PTHR23317:SF69;NAME:Myoblast city, isoform B;
GHHK01012463_1__2_3115___	PTHR23317	SF:PTHR23317:SF69;NAME:Myoblast city, isoform B;
GHHK01026756_1__310_1131___	PTHR18860	SF:PTHR18860:SF17;NAME:14-3-3 protein epsilon;
GHHK01014677_1__3_857___	PTHR18860	SF:PTHR18860:SF13;NAME:14-3-3 protein zeta;
GHHK01028965_1__94_2028___	PTHR10953	SF:PTHR10953:SF5;NAME:SUMO-activating enzyme subunit 2;  GO-Annotations:GO:0016925;GO:0005737;GO:0019948;
GHHK01015708_1__105_1127___	PTHR10953	SF:PTHR10953:SF162;NAME:SUMO-activating enzyme subunit 1;  GO-Annotations:GO:0016925;GO:0005737;GO:0019948;
GHHK01018731_1__63_1130___	PTHR12283	SF:PTHR12283:SF6;NAME:GH11174p-related;  GO-Annotations:GO:0017186;GO:0016603;GO:0008270;
GHHK01020649_1__3_1058___	PTHR19375	SF:PTHR19375:SF250;NAME:Heat shock 70 kDa protein cognate 1-related;
GHHK01010265_1__3_635___	PTHR19375	SF:PTHR19375:SF144;NAME:78 kDa glucose-regulated protein;
GHHK01026812_1__1_345___	PTHR19375	SF:PTHR19375:SF184;NAME:Stress-70 protein, mitochondrial;
GHHK01004131_1__3_614___	PTHR19375	SF:PTHR19375:SF144;NAME:78 kDa glucose-regulated protein;
GHHK01001510_1__1_582___	PTHR19375	SF:PTHR19375:SF250;NAME:Heat shock 70 kDa protein cognate 1-related;
GHHK01013512_1__2_523___	PTHR19375	SF:PTHR19375:SF144;NAME:78 kDa glucose-regulated protein;
GHHK01027616_1__156_1334___	PTHR19375	SF:PTHR19375:SF144;NAME:78 kDa glucose-regulated protein;
GHHK01007704_1__171_3062___	PTHR19375	SF:PTHR19375:SF90;NAME:Hypoxia up-regulated protein 1;
GHHK01002284_1__184_1773___	PTHR19375	SF:PTHR19375:SF90;NAME:Hypoxia up-regulated protein 1;
GHHK01005074_1__109_2661___	PTHR19375	SF:PTHR19375:SF78;NAME:Hsc70Cb, isoform G;
GHHK01020652_1__467_985___	PTHR19375	SF:PTHR19375:SF250;NAME:Heat shock 70 kDa protein cognate 1-related;
GHHK01013751_1__3_668___	PTHR12175	SF:PTHR12175:SF1;NAME:PITH domain-containing protein 1;  GO-Annotations:GO:0006974;GO:0005634;
GHHK01018769_1__111_521___	PTHR23424	SF:PTHR23424:SF0;NAME:Serum amyloid A protein;  GO-Annotations:GO:0005615;GO:0060326;GO:0042056;
GHHK01016610_1__101_958___	PTHR19305	SF:PTHR19305:SF9;NAME:Synaptosomal-associated protein 29;  GO-Annotations:GO:0031629;GO:0031201;GO:0005484;GO:0005886;GO:0016082;GO:0006906;GO:0019905;GO:0006887;
GHHK01011707_1__104_2908___	PTHR43274	SF:PTHR43274:SF4;NAME:C-1-tetrahydrofolate synthase, cytoplasmic;  GO-Annotations:GO:0005737;GO:0004488;GO:0009257;GO:0009113;GO:0004477;GO:0004329;
GHHK01005977_1__196_930___	PTHR10381	SF:PTHR10381:SF11;NAME:ATP-dependent Clp protease proteolytic subunit, mitochondrial;
GHHK01018641_1__2_1015___	PTHR24243	SF:PTHR24243:SF114;NAME:G-protein coupled receptor 148-related;
GHHK01006577_1__68_1369___	PTHR12471	SF:PTHR12471:SF7;NAME:LD09158p;
GHHK01016094_1__95_952___	PTHR11645	SF:PTHR11645:SF0;NAME:Pyrroline-5-carboxylate reductase;
GHHK01007581_1__2_1453___	PTHR22589	SF:PTHR22589:SF103;NAME:Carnitine O-Acetyl-Transferase, isoform A;
GHHK01018333_1__156_854___	PTHR19307	SF:PTHR19307:SF14;NAME:;
GHHK01015135_1__296_1498___	PTHR11875	SF:PTHR11875:SF7;NAME:AT14585p-related;
GHHK01012324_1__160_1104___	PTHR11875	SF:PTHR11875:SF49;NAME:Protein SET;
GHHK01010099_1__300_1331___	PTHR24205	SF:PTHR24205:SF4;NAME:LIM domain family;  GO-Annotations:GO:0030018;GO:0003712;GO:0005634;
GHHK01014957_1__397_2046___	PTHR24205	SF:PTHR24205:SF4;NAME:LIM domain family;  GO-Annotations:GO:0030018;GO:0003712;GO:0005634;
GHHK01027326_1__124_1635___	PTHR11444	SF:PTHR11444:SF1;NAME:Fumarate hydratase, mitochondrial;  GO-Annotations:GO:0006106;GO:0006099;GO:0005739;GO:0004333;GO:0006108;
GHHK01017762_1__50_487___	PTHR11843	SF:PTHR11843:SF0;NAME:40S ribosomal protein S12;  GO-Annotations:GO:0003735;GO:0022627;
GHHK01009951_1__83_2470___	PTHR43097	SF:PTHR43097:SF4;NAME:glutamine--tRNA ligase-related;  GO-Annotations:GO:0004819;GO:0006425;GO:0005829;GO:0005739;
GHHK01005047_1__127_2004___	PTHR21257	SF:PTHR21257:SF17;NAME:Delta(14)-sterol reductase;  GO-Annotations:GO:0016126;GO:0005637;GO:0016627;GO:0030176;
GHHK01008467_1__2_448___	PTHR23236	SF:PTHR23236:SF11;NAME:Eukaryotic translation initiation factor 4H;  GO-Annotations:GO:0003743;GO:0034057;GO:0002181;GO:0043024;GO:0033592;GO:0097010;GO:0001731;GO:0005844;
GHHK01018108_1__124_600___	PTHR11673	SF:PTHR11673:SF6;NAME:Eukaryotic translation initiation factor 5A;
GHHK01017444_1__403_2202___	PTHR21049	SF:PTHR21049:SF0;NAME:Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1;  GO-Annotations:GO:0004579;GO:0008250;GO:0018279;
GHHK01024338_1__1_312___	PTHR43902	SF:PTHR43902:SF2;NAME:Ubiquitin-conjugating enzyme E2 N;  GO-Annotations:GO:0070534;GO:0006301;GO:0005634;
GHHK01026767_1__3_2312___	PTHR11359	SF:PTHR11359:SF0;NAME:AMP deaminase, isoform K;
GHHK01018781_1__289_1221___	PTHR11024	SF:PTHR11024:SF2;NAME:Protein SEC13 homolog;
GHHK01005841_1__2_1399___	PTHR22573	SF:PTHR22573:SF54;NAME:Phosphomannomutase 45A;  GO-Annotations:GO:0005829;
GHHK01006932_1__154_1773___	PTHR22573	SF:PTHR22573:SF15;NAME:Phosphoacetylglucosamine mutase;  GO-Annotations:GO:0004610;GO:0005829;GO:0006048;
GHHK01013061_1__124_1719___	PTHR22573	SF:PTHR22573:SF2;NAME:Phosphoglucomutase;  GO-Annotations:GO:0006006;GO:0005978;GO:0005829;GO:0004614;GO:0019388;
GHHK01014687_1__177_1163___	PTHR11117	SF:PTHR11117:SF2;NAME:Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial;  GO-Annotations:GO:0009142;GO:0004775;GO:0006104;GO:0006105;GO:0006099;GO:0004776;
GHHK01013224_1__67_636___	PTHR10934	SF:PTHR10934:SF2;NAME:60S ribosomal protein L18;  GO-Annotations:GO:0003735;GO:0003723;GO:0022625;
GHHK01010455_1__1_1368___	PTHR44081	SF:PTHR44081:SF1;NAME:Male accessory gland protein;
GHHK01007151_1__75_455___	PTHR42673	SF:PTHR42673:SF4;NAME:Maleylacetoacetate isomerase;
GHHK01014237_1__208_975___	PTHR12483	SF:PTHR12483:SF27;NAME:Copper transporter 1A, isoform C-related;
GHHK01009060_1__173_1420___	PTHR11406	SF:PTHR11406:SF0;NAME:Phosphoglycerate kinase;
GHHK01016628_1__36_14684___	PTHR23345	SF:PTHR23345:SF15;NAME:Vitellogenin-1-related;  GO-Annotations:GO:0005319;
GHHK01007576_1__119_442___	PTHR42946	SF:PTHR42946:SF1;NAME:Phosphoglucosamine mutase family protein;  GO-Annotations:GO:0004615;GO:0008966;GO:0006048;
GHHK01015489_1__205_1194___	PTHR11904	SF:PTHR11904:SF9;NAME:Purine nucleoside phosphorylase;  GO-Annotations:GO:0005737;GO:0004731;
GHHK01019590_1__111_2714___	PTHR23030	SF:PTHR23030:SF22;NAME:Programmed cell death 6-interacting protein;
GHHK01012320_1__120_1535___	PTHR18919	SF:PTHR18919:SF5;NAME:Trifunctional enzyme subunit beta, mitochondrial;  GO-Annotations:GO:0003988;GO:0006635;GO:0005739;GO:0004300;GO:0003857;
GHHK01012096_1__166_1362___	PTHR18919	SF:PTHR18919:SF107;NAME:3-ketoacyl-CoA thiolase, mitochondrial;  GO-Annotations:GO:0003988;GO:0006635;GO:0005739;
GHHK01009489_1__3_674___	PTHR24035	SF:PTHR24035:SF102;NAME:Multiple epidermal growth factor-like domains protein 11;
GHHK01014591_1__237_650___	PTHR10288	SF:PTHR10288:SF225;NAME:P-element somatic inhibitor, isoform C;
GHHK01014397_1__3_1157___	PTHR10288	SF:PTHR10288:SF225;NAME:P-element somatic inhibitor, isoform C;
GHHK01013454_1__32_1759___	PTHR10288	SF:PTHR10288:SF142;NAME:RNA-binding protein Nova-1;
GHHK01016949_1__2_388___	PTHR10288	SF:PTHR10288:SF145;NAME:Far upstream element-binding protein 3;
GHHK01004356_1__3_1844___	PTHR10288	SF:PTHR10288:SF179;NAME:Heterogeneous nuclear ribonucleoprotein K;
GHHK01013366_1__1_834___	PTHR10288	SF:PTHR10288:SF165;NAME:IGF-II mRNA-binding protein, isoform L;
GHHK01012867_1__2_319___	PTHR10288	
GHHK01016612_1__116_883___	PTHR10224	SF:PTHR10224:SF13;NAME:;
GHHK01006408_1__238_1176___	PTHR11523	SF:PTHR11523:SF28;NAME:Na/K-ATPase beta subunit isoform 4-related;
GHHK01004388_1__284_1783___	PTHR12613	SF:PTHR12613:SF0;NAME:Ero1-like protein;  GO-Annotations:GO:0034975;GO:0003756;GO:0005789;GO:0015035;
GHHK01007933_1__90_2108___	PTHR18034	SF:PTHR18034:SF4;NAME:Nucleolar MIF4G domain-containing protein 1;  GO-Annotations:GO:0003723;GO:0042274;GO:0005730;
GHHK01007974_1__119_1987___	PTHR43607	SF:PTHR43607:SF1;NAME:V-type proton ATPase catalytic subunit A;  GO-Annotations:GO:0005765;GO:0005886;GO:0046961;GO:0005774;
